x,y,foregroundColor,backgroundColor,character
120,35,#FE0F10,reset,█
121,35,#FE1AC8,reset,█
122,35,#FE2680,reset,█
123,35,#FE3238,reset,█
124,35,#FE3DF0,reset,█
125,35,#FE49A8,reset,█
126,35,#FE5560,reset,█
127,35,#FE6118,reset,█
128,35,#FE6CD0,reset,█
129,35,#FE7888,reset,█
130,35,#FE8440,reset,█
131,35,#FE8FF8,reset,█
132,35,#FE9BB0,reset,█
133,35,#FEA768,reset,█
134,35,#FEB320,reset,█
135,35,#FEBED8,reset,█
136,35,#FECA90,reset,█
137,35,#FED648,reset,█
138,35,#FEE200,reset,█
139,35,#FEEDB8,reset,█
140,35,#FEF970,reset,█
141,35,#FF0528,reset,█
142,35,#FF10E0,reset,█
143,35,#FF1C98,reset,█
144,35,#FF2850,reset,█
145,35,#FF3408,reset,█
146,35,#FF3FC0,reset,█
147,35,#FF4B78,reset,█
148,35,#FF5730,reset,█
149,35,#FF62E8,reset,█
150,35,#FF6EA0,reset,█
151,35,#FF7A58,reset,█
152,35,#FF8610,reset,█
153,35,#FF91C8,reset,█
154,35,#FF9D80,reset,█
155,35,#FFA938,reset,█
156,35,#FFB4F0,reset,█
157,35,#FFC0A8,reset,█
158,35,#FFCC60,reset,█
159,35,#FFD818,reset,█
160,35,#FFE3D0,reset,█
161,35,#FFEF88,reset,█
162,35,#FFFB40,reset,█
